"","Coauthor","Paper","Journal","AuthorID","PaperID"
"2159","Chu-SingYang;Jhing-FaWang;Tsung-ChuanHuang","Graph theoretic characterization and reliability of the generalized Boolean n-cube network ","Parallel Computing",133,2159
"2160","Jhing-FaWang;Tah-YuanKuo","Enhancing the multiple-fault detection of single-fault test sets ","Computer Aided Design",133,2160
"2161","Chin-ShyurngFahn;Jhing-FaWang","An Adaptive Reduction Procedure for the Piecewise Linear Approximation of Digitized Curves ","IEEE Transactions Pattern Analysis and Machine Intelligence",133,2161
"2162","Chiou-YingLee;Erl-HueiLu","Bit-Parallel Systolic Multipliers for GF m Fields Defined by All-One and Equally Spaced Polynomials ","IEEE Trans Computers",133,2162
"2163","JFWang;TYKuo","A New Approach to Derive Robust Sets for Stuck-open Faults in CMOS Combinational Logic Circuits ","DAC Design Automation Conference",133,2163
"2164","JFWang;TYKuo","A Fault Analysis Method for Synchronous Sequential Circuits ","DAC Design Automation Conference",133,2164
"2165","TConlon;RCox;JMcKendree;KStenning","Investigating representational competence in secondary school students","",134,2165
"2166","RCox;JMcKendree;RTobin;TMayes","Vicarious learning from dialogue and discourse: A controlled comparison","",134,2166
"2167","RCoyne","CAD On-Line","",134,2167
"2168","RCoyne;MRamscar;KZreik","Design and the Net: Proceedings of the th International EuropIA Conference","",134,2168
"2169","CGurr;KStenning","Theories of diagrammatic reasoning: distinguishing component problems","",134,2169
"2170","DHe;GRitchie","Disambiguation between Visual Display and Represented Domain in Multimodal Interfaces","",134,2170
"2171","DHe;GRitchie","Referring to displays in multimodal interfaces","",134,2171
"2172","DaqingHe;GraemeRitchie","Resolving References to Graphical Objects in Multimodal Queries by Constraint Satisfaction ","ICMI Advances Multimodal Interfaces",134,2172
"2173","RInder;JKilgour","Automatic Generation of Diagrammatic Web Site Maps","",134,2173
"2174","JonathanKilgour;RobertInder","Automatic generation of diagrammatic Web site maps ","SAC Selected Areas Cryptography",134,2174
"2175","","Graphics and natural language in design and instruction","",134,2175
"2176","","Graphics and natural language in multi-modal dialogues","",134,2176
"2177","JMcKendree;FDineen;RCox","Vicarious learning: dialogue and multimodality","",134,2177
"2178","JMcKendree;KStenning;TMayes;RCox","Why observing a dialogue may benefit learning","",134,2178
"2179","BKemp;TManz","Knowledge-based graphical dialogue","",134,2179
"2180","JMcKendree;FDineen;JTMayes","The Vicarious Learner: discussion as learning resource and learning task","",134,2180
"2181","JMcKendree;FinbarDineen;TerryMayes","Learning vicariously in a distributed environment","",134,2181
"2182","JMcKendree;FDineen;JTMayes","The Vicarious Learner: helping students 'listen in' to learn","",134,2182
"2183","JMcKendree;FDineen;RCox;TMayes;KStenning","Modality, Representation and Educational Technology","",134,2183
"2184","NHariNarayanan;PatrickGTHealey;YasuhiroKatagiri","Introduction: interactive graphical communication ","Int J Hum Comput Stud",134,2184
"2185","KStenning","Anaphora in Multimodal Discourse","",134,2185
"2186","IreneNeilson","Conversations with graphics: implications for the design of natural language/graphics interfaces ","Int J Hum Comput Stud",134,2186
"2187","","Words and pictures -- Goodman revisited","",134,2187
"2188","MRamscar;HPain","A cognitively based approach to computer integration for design systems","",134,2188
"2189","HZeevat","Integrating graphics and natural language in dialogue","",134,2189
"2190","MRamscar;HPain","Do we know what the user knows, and does it matter?","",134,2190
"2191","MRamscar","Design, 'information' and the super-highway: roadworks ahead?","",134,2191
"2192","MRamscar;HPain;SDarrington","Examples and generalisations: using surface versus structural recall biases to probe conceptual storage","",134,2192
"2193","MRamscar;HPain","Reply to Per Galle: 'Product Modelling: years of Stalemate?'","",134,2193
"2194","","Intelligence and Multimodality in Multimedia Interfaces: Research & Applications ","",134,2194
"2195","","Intelligent Interfaces and UIMS","",134,2195
"2196","","Review of Mark Platts, 'Ways of Meaning' nd Edn ","",134,2196
"2197","","Roles for intelligence in multimedia: report on the IMMI- Workshop","",134,2197
"2198","KStenning;JMcKendree;RCox;FDineen;TMayes","Vicarious Learning from Educational Dialogue","",134,2198
"2199","","Similarity and Depiction","",134,2199
"2200","KeithStenning","Anaphora in Multimodal Discourse ","Multimodal Human Computer Communication",134,2200
"2201","FDineen;JMcKendree","Supporting student discussions: it isn't just talk","",134,2201
"2202","DWang","Visual reasoning: its formal semantics and applications","",134,2202
"2203","AntonyMaciocia;DuncanAbela;ManolisMavrikis","User-Centred Design &amp; Development of an Applied Web-Based ITS ","ICALT IEEE International Conference Advanced Learning Technologies",134,2203
"2204","DWang","Pictorial concepts and a concept-supporting graphical system","",134,2204
"2205","ManolisMavrikis","Towards More Affective Tutoring Systems ","Intelligent Tutoring Systems",134,2205
"2206","DWang;HZeevat","Reasoning with diagrammatic representations","",134,2206
"2207","MTMaybury","Multimedia and multimodal interaction structure","",134,2207
"2208","HenkZeevat","Integrating natural language and graphics in dialogue ","INTERACT International Conference Human Computer Interaction",134,2208
"2209","TMayes;FDineen;JSmith","Developing Tertiary Courseware through capturing Task Directed Discussions Lee","",134,2209
"2210","Joong-KyungRyu;Kyung-YongJung","A New Collaborative Filtering Method Using Representative Attributes-neighborhood and Bayesian Estimated Value ","IC AI Artificial Intelligence",135,2210
"2211","Kyung-YongJung","Prediction of User Preference in Recommendation System Using Associative User Clustering and Bayesian Estimated Value ","Australian Joint Conference Artificial Intelligence",135,2211
"2212","Kyung-YongJung;Young-JooNa","FDRAS: Fashion Design Recommender Agent System Using the Extraction of Representative Sensibility and the Two-Way Combined Filtering on Textile ","DEXA Database and Expert Systems Applications",135,2212
"2213","Su-JeongKo","Optimization of Association Word Knowledge Base through Genetic Algorithm ","DaWaK",135,2213
"2214","Su-JeongKo","User Preference Mining through Collaborative Filtering and Content Based Filtering in Recommender System ","EC ACM Conference Electronic Web",135,2214
"2215","JunHyeogChoi;Su-JeongKo","Bayesian Web Document Classification through Optimizing Association Word ","IEA Industrial and Engineering Applications AIE Artificial Intelligence and Expert Systems",135,2215
"2216","Su-JeongKo","Feature Selection Using Association Word Mining for Classification ","DEXA Database and Expert Systems Applications",135,2216
"2217","JHMLee;HFLeung;HWWon","Extending GENET for non-binary CSP's,","Seventh IEEE International Conference Tools with Artificial Intelligence IEEE Computer Society Press p D C",117,2217
"2218","KennethMFChoi;PeterJStuckey","A Lagrangian reconstruction of GENET ","Artif Intell",117,2218
"2219","JHMLee;HFLeung","Incremental Querying in the Concurrent CLP Language IFD-Constraint Pandora,"," ACM Symposium Applied Computing ACM Press",117,2219
"2220","ChiuWoChoi;PeterJStuckey","Propagation Redundancy in Redundant Modelling ","CP Principles and Practice of Constraint Programming",117,2220
"2221","Ho-FungLeung;Hon-WingWon;PeterJStuckey;VWLTam","Using Stochastic Methods to Guide Search in CLP: A Preliminary Report ","ASIAN Asian Computing Science Conference",117,2221
"2222","JHMLee;TWLee","A WAM-Based Abstract Machine for Interval Constraint Logic Programming ,","Sixth IEEE International Conference Tools with Artificial Intelligence IEEE Computer Society Press New Orleans",117,2222
"2223","MaartenHvanEmden","Adapting CLP to Floating-Point Arithmetic ","FGCS Fifth Generation Computer Systems",117,2223
"2224","Ho-FungLeung;XudongLuo","A Spectrum of Compensation Aggregation Operators ","FUZZ IEEE",117,2224
"2225","JHMLee;HFLeung","An Execution Scheme for Interactive Problem-Solving in Concurrent Constraint Logic Programming Languages pages ,","Department of Computer Science and Engineering The Chinese University of Hong Kong for publication to Computer Languages",117,2225
"2226","MaartenHvanEmden","Interval Computation as Deduction in CHIP ","J Log Program",117,2226
"2227","Ho-FungLeung;XudongLuo","Theory and Properties of a Selfish Protocol for Multi-Agent Meeting Scheduling Using Fuzzy Constraints ","ECAI European Conference Artificial Intelligence",117,2227
"2228","JHMLee;MHvanEmden","Interval Computation as Deduction in CHIP,","Journal of Logic Programming North",117,2228
"2229","Ho-FungLeung;Hon-WingWon","Towards a More Efficient Stochastic Constraint Solver ","CP Principles and Practice of Constraint Programming",117,2229
"2230","JHMLee;HFLeung;HWWon","Performance of a Comprehensive and Efficient Constraint Library using Local Search,"," th Australian Joint Conference Artificial Intelligence pages Springer Verlag LNAI Brisbane",117,2230
"2231","PKCPun","Object Logic Integration: A Multiparadigm Design Methodology and a Programming Language ","Comput Lang",117,2231
"2232","JHMLee;MHvanEmden","Pruning Search Trees by Cylindrical Closures,","IEEE Pacific Rim Conference Communications Computers and Signal Processing IEEE Computer Society Press",117,2232
"2233","PKCPun","An Overview of the OLI Multiparadigm Programming Language and Its Semantics ","OOIS Object Oriented Information Systems",117,2233
"2234","JHMLee;HFLeung;PJStuckey;VWLTam;HWWon","Using Stochastic Methods to Guide Search in CLP: a Preliminary Report,"," Asian Computing Science Conference pages Springer Verlag LNCS",117,2234
"2235","JHMLeeVWLTam","A Framework for Integrating Artificial Neural Networks and Logic Programming,","International Journal Artificial Intelligence Tools World Scientific",117,2235
"2236","ChiKanCheng;PeterJStuckey","Box Constraint Collections for Adhoc Constraints ","CP Principles and Practice of Constraint Programming",117,2236
"2237","VWLTam","Towards the Integration of Artificial Neural Networks and Constraint Logic Programming ","ICTAI International Conference Tools with Artificial Intelligence",117,2237
"2238","BMWCheng;JHMLee;JCKWu","A Constraint-Based Nurse Rostering System Using a Redundant Modeling Approach,","Eighth IEEE International Conference Tools with Artificial Intelligence pages IEEE Computer Society Press Toulouse",117,2238
"2239","HWWon;Ho-FungLeung","Performance of a Comprehensive and Efficient Constraint Library Based on Local Search ","Australian Joint Conference Artificial Intelligence",117,2239
"2240","BMWCheng;JCKWu;KennethMFChoi","Increasing Constraint Propagation by Redundant Modeling: an Experience Report ","Constraints",117,2240
"2241","CCKWong;JCKLeung","Construction of a WYSIWYG LaTeX Typesetting System Using Object-oriented Design ","Software Quality and Productivity",117,2241
"2242","BMWCheng;JCKWu","A nurse rostering system using constraint programming and redundant modeling ","IEEE Transactions Information Technology Biomedicine",117,2242
"2243","BMWCheng;JHMLee;JCKWu","Speeding Up Constraint Propagation By Redundant Modeling,","Second International Conference Principles and Practi ce of Constraint Programming pages Springer Verlag LNCS",117,2243
"2244","MHMCheng;MHvanEmden;JHMLee","Tables as a User Interface for Logic Programs,","International Conference Fifth Generation Computer Systems Tokyo",117,2244
"2245","CKChiu;CMChou;JHMLee;HFLeung;YWLeung","A Constraint-Based Interactive Train Rescheduling Tool,","Second International Conference Principles and Practice of Constraint Programming pages Springer Verlag LNCS",117,2245
"2246","CKChiu;CMChou;Ho-FungLeung;YWLeung","A Constraint-Based Interactive Train Rescheduling Tool ","Constraints",117,2246
"2247","CKChiu;CMChou;JHMLee;HFLeung;YWLeung","A Constraint-Based Interactive Train Rescheduling Tool pages ,","Department of Computer Science and Engineering The Chinese University of Hong Kong for publication to CONSTRAINTS",117,2247
"2248","MaartenHvanEmden;MantisHMCheng","Tables as a User Interface for Logic Programs ","FGCS Fifth Generation Computer Systems",117,2248
"2249","HaiFang;PeterJStuckey;YKilani","Reducing Search Space in Local Search for Constraint Satisfaction ","AAAI National Conference Artificial Intelligence IAAI The Twelfth Innovative Applications of Artificial Intelligence",117,2249
"2250","KinChuenHui;PhilippeCodognet;StefanoBistarelli","Solving Finite Domain Constraint Hierarchies by Local Consistency and Tree Search ","CP Principles and Practice of Constraint Programming",117,2250
"2251","RWLKam;JHMLee","Fuzzifying the Constraint Hierarchies Framework,","Fourth International Conference Principles and Practices of Constraint Programming pages Springer Verlag LNCS Pisa",117,2251
"2252","JHMLee;PKCPun","The OLI Multiparadigm Programming Language and Its Semantics,","Third International Conference Object Oriented Information Systems pages Springer Verlag London U K",117,2252
