"Coauthor","Paper","Journal","AuthorID","PaperID"
"JWSon;YYOh;HTLee;JYLee;SBLee","Performance Analysis of Input-polling Arbitration Method in Fiber Channel-based Gigabit LAN","Proceedings of International Technical Conference Circuits Systems Computer Communications ITC International Test Conference CSCC Seoul Korea","27","498"
"JaiYongLee","A Master/Slave Measurement Technique for an Operating Ethernet Network","IEEE Network Magazine","27","499"
"Bong-GyuSong;Min-SooKim;Jai-YongLee","Building Distributed Management Applications and QoS Monitoring using JMX with the IETF DISMAN-PING MIB","Chiang Mai pp","27","500"
"Jai-YongLee","A Method to Derive a Control flow Graph from a Specification Written in Estelle","ISO JTC WG Seoul Korea","27","501"
"Chang-WooYang;Chung-HoKim;Jang-WooSon;Jai-YongLee","Novel MAC Protocol for Slotted WDM Ring Network","ITC International Test Conference CSCC Tokushima pp","27","502"
"ConanCAlbrecht;JayFNunamaker","Experiences with Collaborative Applications that Support Distributed Modeling ","HICSS INTERNATIONAL CONFERENCE SYSTEM SCIENCES","28","503"
"ConanCAlbrecht;JayFNunamaker;PaulBenjaminLowry","Users Experiences in Collaborative Writing Using Collaboratus: An Internet-Based Collaborative Work ","HICSS INTERNATIONAL CONFERENCE SYSTEM SCIENCES","28","504"
"KreggAytes;MarkPendergast","Supporting the group creation of formal and informal graphics during business process modeling ","Interacting with Computers","28","505"
"DDean;JNunamaker","Group Tools and Methods to Support Data Model Development, Standardization, and Review,","Proceedings of the th Annual HICSS INTERNATIONAL CONFERENCE SYSTEM SCIENCES","28","506"
"DouglasLDean;DouglasRVogel;RichardEOrwig","Modeling with a Group Modeling Tool: Group Support, Model Quality, and Validation ","HICSS INTERNATIONAL CONFERENCE SYSTEM SCIENCES","28","507"
"DDean;MPendergast;AHickey;JNunamaker","Enabling the Effective Involvement of Multiple Users: Methods and Tools for Collaborative Software Engineering,","Journal of Management Information Systems Winter","28","508"
"DDean;ROrwig;DVogel","Technological Support for Group Process Modeling,","Journal of Management Information Systems Winter","28","509"
"AnnMHickey;DongsongZhang;EricLSantanen;LinaZhou","ColD SPA: A Tool for Collaborative Process Model Development ","HICSS INTERNATIONAL CONFERENCE SYSTEM SCIENCES","28","510"
"AHickey;DZhang;ESantanen;LZhou","ColD SPA: A Tool For Collaborative Process Model Development","forthcoming Proceedings of the rd Annual HICSS INTERNATIONAL CONFERENCE SYSTEM SCIENCES","28","511"
"HSarjoughian;FSimcox;SVahie;BZeigler","A Group-based Approach for Distributed Model Construction,","Proceedings of the st Annual HICSS INTERNATIONAL CONFERENCE SYSTEM SCIENCES","28","512"
"DDean;DVogel","Tools and Methods for Group Data Modeling: A Key Enabler of Enterprise Modeling,","ACM SIG GROUP Bulletin Special Issue Modeling","28","513"
"BorisNevstrujev;DouglasLDean;MarkPendergast;NianKatic","Current Advances in Group-Supported Business Process Reengineering ","HICSS INTERNATIONAL CONFERENCE SYSTEM SCIENCES","28","514"
"MPendergast;DDean;BNevstujev;NKatic","Current Advances in Group-Supported Business Process Reengineering,","Proceedings of the th Annual HICSS INTERNATIONAL CONFERENCE SYSTEM SCIENCES","28","515"
"MPendergast;KAytes","Supporting the Group Creation of Formal and Informal Graphics During Business Process Modeling,","Interacting with Computers p","28","516"
"HSarjoughian;SVahie","Group-Enabled DEVS Model Construction Methodology for Distributed Organizations,","Proceedings of AeroSense SPIE The International Society for Optical Engineering Publications","28","517"
"DVogel;DDean;ROrwig;CArthur","Re-engineering with Enterprise Analyzer,","Proceedings of the th Annual HICSS INTERNATIONAL CONFERENCE SYSTEM SCIENCES","28","518"
"GVreede;DDean;DVogel;ROrwig","Collaborative Design of Organizational Systems,","Association for Information Systems Americas Conference Information Systems","28","519"
"BernardPZeigler;FSimcox;HessamSSarjoughian;SVahie","A Group-Based Approach for Distributed Model Construction ","HICSS INTERNATIONAL CONFERENCE SYSTEM SCIENCES","28","520"
"Byoung-TakZhang;JangminO","Stock Trading System Using Reinforcement Learning with Cooperative Agents ","ICML International Conference Machine Learning","29","521"
"JangminO","A Multi-agent Q-learning Framework for Optimizing Stock Trading Systems ","DEXA Database and Expert Systems Applications","29","522"
"Byoung-TakZhang;KyuBaekHwang;Seung-WooChung","Construction of Large-Scale Bayesian Networks by Local to Global Search ","PRICAI Pacific Rim International Conference Artificial Intelligence","29","523"
"Byoung-TakZhang;JeongHoChang;YuseopKim","Topic Extraction from Text Documents Using Multiple-Cause Networks ","PRICAI Pacific Rim International Conference Artificial Intelligence","29","524"
"SungDongKim","PATI: An Approach for Identifying and Resolving Ambiguities ","PRICAI Pacific Rim International Conference Artificial Intelligence","29","525"
"Jin-SeokChae;JongwooLee;SungDongKim","A Two-Phase Stock Trading System Using Distributional Differences ","DEXA Database and Expert Systems Applications","29","526"
"Peng-ShengChen;Ming-YuHung;Yuan-ShinHwang;RoyDz-ChingJu;JenqKuenLee","Compiler Support for Speculative Multithreading Architecture with Probabilistic Points-To Analysis,","ACM Principles and Practices of Parallel Programming ACM PPoPP San Diego","2","527"
"Cheng-WeiChen;JenqKuenLee","Case Study: An infrastructure for C/ATLAS environment with object-oriented design and XML representation,","Journal of System and Software Elesvier","2","528"
"Gwan-HwanHwang","Communication set generations with CSD calculus and expression-rewriting framework ","Parallel Computing","2","529"
"Peng-ShengChen;RoyDz-ChingJu;Yuan-ShinHwang","Probabilistic Points-to Analysis ","LCPC Languages and Compilers for Parallel Computing","2","530"
"Gwan-HwanHwang;JenqKuenLee;Dz-ChingJu","A Function-Composition Approach to Synthesize Fortran Array Operations,","Journal of Parallel and Distributed Computing","2","531"
"Cheng-WeiChen;Chung-KaiChen","Runtime Compositions and Optimizations of Parallel JavaBean Programs on Clustering Environments ","PDPTA Parallel and Distributed Processing Techniques and Applications","2","532"
"Gwan-HwanHwang","An Expression-Rewriting Framework to Generic Communication Sets for HPF Programs with Block-Cyclic Distribution ","IPPS International Parallel Processing Symposium SPDP Symposium Parallel and Distributed Processing","2","533"
"Chung-KaiChen;Cheng-WeiChen;JenqKuenLee","Specification and Architecture Supports for Component Adaptations on Distributed Environments,"," IPDPS International Parallel and Distributed Processing Symposium","2","534"
"Gwan-HwanHwang;JenqKuenLee","An Expression-Rewriting Framework to Generate Communication Sets for HPF Programs with Block-Cyclic Distribution,","IPPS International Parallel Processing Symposium SPDP Symposium Parallel and Distributed Processing","2","535"
"Cheng-WeiChen;Rong-GueyChang;Tyng-RueyChuang","Towards Automatic Support of Parallel Sparse Computation in Java with Continuous Compilation ","Concurrency Practice and Experience","2","536"
"JenqKuenLee;Ing-KuenTsaur;San-YihHuang","``Laguage and Environment Support for Parallel Object I/O on Distributed Memory Environments,''","Proceedings of the th SIAM Society for Industrial and Applied Mathematics Conference Parallel Processing for Scientific Computing","2","537"
"Gwan-HwanHwang;JenqKuenLee;Dz-ChingJu","An Array Operation Synthesis Scheme to Optimize Fortran Programs,","ACM SIGPLAN Special Interest Group Programming Languages Notices ACM PPoPP Issue","2","538"
"Tyng-RueyChuang;Rong-GueyChang;JenqKuenLee","Sampling and Analytical Techniques for Data Distribution of Parallel Sparse Computation,","SIAM Society for Industrial and Applied Mathematics Conference Parallel Processing for Scientific Computing","2","539"
"JenqKuenLee;YChen;CALin;MLu","``Modelling Three-Dimensional Gas-Turbine-Combustor-Model Flow on Parallel Machines with Distributed Memory,''","Parallel Computational Fluid Dynamics New Trends and Advances A Ecer et editors Elsevier Science","2","540"
"Gwan-HwanHwang;JenqKuenLee;Dz-ChingJu","An Array Operation Synthesis Scheme to Optimize Fortran Programs,","Proceedings of the Fifth ACM SIGPLAN Special Interest Group Programming Languages Symposium Principles Practice of Parallel Programming Santa Barbara Computer Animation","2","541"
"YCChuang;JenqKuenLee;KLWu;CALin","``Towards the Parallelization of Pressure Correction Method on Unstructured Grids ,","Parallel CFD England","2","542"
"JenqKuenLee;Ing-KuenTsaur;San-YihHwang","Parallel Array Object I/O Support on Distributed Environments,","Journal of Parallel and Distributed Computing","2","543"
"Gwan-HwanHwang;JenqKuenLee;Dz-ChingJu","Integrating Automatic Data Alignment and Array Operation Synthesis to Optimize Data Parallel Programs,","Workshop Languages and Compilers for Parallel Computing LCPC Languages and Compilers for Parallel Computing Also LNCS","2","544"
"Jia-ShinLi;Rong-GueyChang;Tyng-RueyChuang","Probabilistic Inference Schemes for Sparsity Structures of Fortran Array Intrinsics ","ICPP International Conference Parallel Processing","2","545"
"Yuan-ShinHwang;Peng-ShengChen;Jenq-KuenLee;RJu","Probabilistic Points-to Analysis,","LCPC Languages and Compilers for Parallel Computing Also LNCS","2","546"
"ShelbyXYang;JenqKuenLee;SrinivasPNarayana;DennisGannon","``Programming an Astrophysics Application in an Object-Oriented Parallel Language,''","Proceedings of Scalable High Performance Computing Conference","2","547"
"Young-JiaLin;Yuan-ShinHwang;JenqKuenLee","Compiler Optimizations with DSP-Specific Semantic Descriptions,","LCPC Languages and Compilers for Parallel Computing Also LNCS","2","548"
"Gwan-HwanHwang;JenqKuenLee;Dz-ChingJu","Array Operation Synthesis to Optimize HPF programs IEEE-copyrighted material ,","Proceedings of the International Conference Parallel Processing IEEE Computer Society Press","2","549"
"Yi-PingYou;Ching-RenLee;JenqKuenLee","Compiler Analysis and Supports for Leakage Power Reduction on Microprocessors,","LCPC Languages and Compilers for Parallel Computing Also LNCS","2","550"
"CMLin;JenqKuenLee;KLWu;CALin","Parallelizing Pressure Correction Method on Unstructred Grid, by","Parallel CFD","2","551"
"Gwan-HwanHwang;DJu;JenqKuenLee","Array operation synthesis to optimize HPF programs on distributed memory machines,","Journal of Parallel and Distributed Computing Academic Press","2","552"
"Yi-PingYou;Ching-RenLee;Jenq-KuenLee;Wei-KuanShih","Rea-Time Task Scheduling for Dynamically Variable Voltage Processors,","IEEE workshop Power Management for Real Time and Embedded Systems","2","553"
"C-DLin;W-KShih;Y-WChang","Real-Time Gang Schedulings with Workload Models for Parallel Computers ","ICPADS International Conference Parallel and Distributed Systems","2","554"
"JSang;FKnop;VRego;JenqKuenLee;C-TKing","``The Xthreads Library: Design, Implementation, and Applications,''","COMPSAC International Computer Software and Applications Conference","2","555"
"BruceShei;DayaAtapattu;DennisGannon;Fran&ccedil;oisBodin;NeelakantanSundaresan;SekharRSarukkai;SrinivasNarayana","Sigma II: A Tool Kit for Building Parallelizing Compilers and Performance Analysis Systems ","Programming Environments for Parallel Computing","2","556"
"YLShie;JenqKuenLee;CALin;CHTsai","``Computations of Three-Dimensionally Evolving Jets with Vortex Methods on Parallel Machines with Distributed Memory ,","Parallel Computational Fluid Dynamics New Algorithms and Applications A Ecer et editors Elsevier Science","2","557"
"DennisGannon","Object oriented parallel programming: experiments and results ","Supercomputing","2","558"
"DennisGannon;JenqKuenLee","``Object-Oriented Parallelism: PC++ Ideas and Experiments,''","BIT","2","559"
"DennisGannon;JenqKuenLee","``Object-Oriented Parallelism: PC++ Ideas and Experiments,''","Joint Symposium Parallel Processing Kobe","2","560"
"DennisGannon;SrinivasNarayana","On Using Object-Oriented Parallel Programming to Build Distributed Algebraic Abstractions ","CONPAR Conference Algorithms and Hardware for Parallel Processing","2","561"
"Gwan-HwanHwang;Cheng-WeiChen;JenqKuenLee;Dz-ChingRJu","Segmented Alignment: An Enhanced Model to Align Data Parallel Programs of HPF,","Journal of Supercomputing Issue","2","562"
"DennisGannon;BruceShei;DayaAtapattu;JenqKuenLee;MannhoLee;KyleGallivan;WilliamJalby;HarryWijshoff","``Programming Environments for Parallel Computation: Performance Debugging of Parallel Algorithms,''","Proceedings of the International Workshop Parallel and Distributed Computing Bonas","2","563"
"Dz-ChingJu;Gwan-HwanHwang","An Array Operation Synthesis Scheme to Optimize Fortran Programs ","PPOPP Principles Practice of Parallel Programming","2","564"
"DennisGannon;JenqKuenLee;BruceShei;SekharSarukkai;SNarayan;NSundaresan;DayaAtapatta;FrancoisBodin","``SIGMA II: A Tool Kit for Building Parallelizing Compilers and Performance Analysis Systems,''","Proceedings of Programming Environments for Parallel Computing Conference Edinburgh","2","565"
"Dz-ChingJu;Gwan-HwanHwang","Integrating Automatic Data Alignment and Array Operation Synthesis to Optimize Data Parallel Programs ","LCPC Languages and Compilers for Parallel Computing","2","566"
"DennisGannon;VincentGuarna;JenqKuenLee","``Static Analysis and Runtime Support for Parallel Execution of C,''","The Second Workshop Languages and Compilers for Parallel Computing","2","567"
